year,importer,exporter,import_in_us_billion,import_spike_next_year,import_dip_next_year,exporter_region,importer_region
2011,Slovakia,South Africa,0.0,0,0,SUB-SAHARAN AFRICA,EASTERN EUROPE
2012,Slovakia,South Africa,0.01,0,0,SUB-SAHARAN AFRICA,EASTERN EUROPE
2013,Slovakia,South Africa,0.01,0,0,SUB-SAHARAN AFRICA,EASTERN EUROPE
2014,Slovakia,South Africa,0.0,0,0,SUB-SAHARAN AFRICA,EASTERN EUROPE
1993,Slovakia,Iran,0.0,0,0,ASIA (EX. NEAR EAST),EASTERN EUROPE
1994,Slovakia,Iran,0.0,0,0,ASIA (EX. NEAR EAST),EASTERN EUROPE
1995,Slovakia,Iran,0.0,0,0,ASIA (EX. NEAR EAST),EASTERN EUROPE
1996,Slovakia,Iran,0.0,0,0,ASIA (EX. NEAR EAST),EASTERN EUROPE
1997,Slovakia,Iran,0.0,0,0,ASIA (EX. NEAR EAST),EASTERN EUROPE
1998,Slovakia,Iran,0.0,0,0,ASIA (EX. NEAR EAST),EASTERN EUROPE
1999,Slovakia,Iran,0.0,0,0,ASIA (EX. NEAR EAST),EASTERN EUROPE
2000,Slovakia,Iran,0.0,0,0,ASIA (EX. NEAR EAST),EASTERN EUROPE
2001,Slovakia,Iran,0.0,0,0,ASIA (EX. NEAR EAST),EASTERN EUROPE
2002,Slovakia,Iran,0.0,0,0,ASIA (EX. NEAR EAST),EASTERN EUROPE
2003,Slovakia,Iran,0.01,0,0,ASIA (EX. NEAR EAST),EASTERN EUROPE
2004,Slovakia,Iran,0.01,0,0,ASIA (EX. NEAR EAST),EASTERN EUROPE
2005,Slovakia,Iran,0.01,1,0,ASIA (EX. NEAR EAST),EASTERN EUROPE
2006,Slovakia,Iran,0.0,0,0,ASIA (EX. NEAR EAST),EASTERN EUROPE
2007,Slovakia,Iran,0.01,0,0,ASIA (EX. NEAR EAST),EASTERN EUROPE
2008,Slovakia,Iran,0.01,0,0,ASIA (EX. NEAR EAST),EASTERN EUROPE
2009,Slovakia,Iran,0.0,0,0,ASIA (EX. NEAR EAST),EASTERN EUROPE
2010,Slovakia,Iran,0.01,0,0,ASIA (EX. NEAR EAST),EASTERN EUROPE
2011,Slovakia,Iran,0.0,0,0,ASIA (EX. NEAR EAST),EASTERN EUROPE
2012,Slovakia,Iran,0.0,0,0,ASIA (EX. NEAR EAST),EASTERN EUROPE
2013,Slovakia,Iran,0.01,0,0,ASIA (EX. NEAR EAST),EASTERN EUROPE
2014,Slovakia,Iran,0.01,0,0,ASIA (EX. NEAR EAST),EASTERN EUROPE
1993,Slovakia,Turkey,0.02,0,0,NEAR EAST,EASTERN EUROPE
1994,Slovakia,Turkey,0.01,0,0,NEAR EAST,EASTERN EUROPE
1995,Slovakia,Turkey,0.03,0,0,NEAR EAST,EASTERN EUROPE
1996,Slovakia,Turkey,0.03,0,0,NEAR EAST,EASTERN EUROPE
1997,Slovakia,Turkey,0.02,0,0,NEAR EAST,EASTERN EUROPE
1998,Slovakia,Turkey,0.03,0,0,NEAR EAST,EASTERN EUROPE
1999,Slovakia,Turkey,0.03,0,0,NEAR EAST,EASTERN EUROPE
2000,Slovakia,Turkey,0.04,0,0,NEAR EAST,EASTERN EUROPE
2001,Slovakia,Turkey,0.07,0,0,NEAR EAST,EASTERN EUROPE
2002,Slovakia,Turkey,0.09,0,0,NEAR EAST,EASTERN EUROPE
2003,Slovakia,Turkey,0.07,0,0,NEAR EAST,EASTERN EUROPE
2004,Slovakia,Turkey,0.12,0,0,NEAR EAST,EASTERN EUROPE
2005,Slovakia,Turkey,0.15,0,0,NEAR EAST,EASTERN EUROPE
2006,Slovakia,Turkey,0.2,0,0,NEAR EAST,EASTERN EUROPE
2007,Slovakia,Turkey,0.3,0,0,NEAR EAST,EASTERN EUROPE
2008,Slovakia,Turkey,0.33,0,0,NEAR EAST,EASTERN EUROPE
2009,Slovakia,Turkey,0.24,0,0,NEAR EAST,EASTERN EUROPE
2010,Slovakia,Turkey,0.41,0,0,NEAR EAST,EASTERN EUROPE
2011,Slovakia,Turkey,0.43,0,0,NEAR EAST,EASTERN EUROPE
2012,Slovakia,Turkey,0.53,0,0,NEAR EAST,EASTERN EUROPE
2013,Slovakia,Turkey,0.49,0,0,NEAR EAST,EASTERN EUROPE
2014,Slovakia,Turkey,0.6,0,0,NEAR EAST,EASTERN EUROPE
1993,Slovakia,Iraq,0.0,0,0,NEAR EAST,EASTERN EUROPE
1994,Slovakia,Iraq,0.0,0,0,NEAR EAST,EASTERN EUROPE
1995,Slovakia,Iraq,0.0,0,0,NEAR EAST,EASTERN EUROPE
1996,Slovakia,Iraq,0.0,0,0,NEAR EAST,EASTERN EUROPE
1997,Slovakia,Iraq,0.0,1,0,NEAR EAST,EASTERN EUROPE
1998,Slovakia,Iraq,0.0,0,0,NEAR EAST,EASTERN EUROPE
1999,Slovakia,Iraq,0.0,0,0,NEAR EAST,EASTERN EUROPE
2000,Slovakia,Iraq,0.0,0,0,NEAR EAST,EASTERN EUROPE
2001,Slovakia,Iraq,0.0,0,0,NEAR EAST,EASTERN EUROPE
2002,Slovakia,Iraq,0.0,0,0,NEAR EAST,EASTERN EUROPE
2003,Slovakia,Iraq,0.0,0,0,NEAR EAST,EASTERN EUROPE
2004,Slovakia,Iraq,0.0,0,0,NEAR EAST,EASTERN EUROPE
2005,Slovakia,Iraq,0.0,0,0,NEAR EAST,EASTERN EUROPE
2006,Slovakia,Iraq,0.0,0,0,NEAR EAST,EASTERN EUROPE
2007,Slovakia,Iraq,0.0,0,0,NEAR EAST,EASTERN EUROPE
2008,Slovakia,Iraq,0.0,0,0,NEAR EAST,EASTERN EUROPE
2009,Slovakia,Iraq,0.0,0,1,NEAR EAST,EASTERN EUROPE
2010,Slovakia,Iraq,0.0,0,0,NEAR EAST,EASTERN EUROPE
2011,Slovakia,Iraq,0.0,1,0,NEAR EAST,EASTERN EUROPE
2012,Slovakia,Iraq,0.0,0,1,NEAR EAST,EASTERN EUROPE
2013,Slovakia,Iraq,0.0,0,0,NEAR EAST,EASTERN EUROPE
2014,Slovakia,Iraq,0.0,0,0,NEAR EAST,EASTERN EUROPE
1993,Slovakia,Saudi Arabia,0.0,0,0,NEAR EAST,EASTERN EUROPE
1994,Slovakia,Saudi Arabia,0.0,0,0,NEAR EAST,EASTERN EUROPE
1995,Slovakia,Saudi Arabia,0.0,1,0,NEAR EAST,EASTERN EUROPE
1996,Slovakia,Saudi Arabia,0.0,0,0,NEAR EAST,EASTERN EUROPE
1997,Slovakia,Saudi Arabia,0.0,0,0,NEAR EAST,EASTERN EUROPE
1998,Slovakia,Saudi Arabia,0.0,0,0,NEAR EAST,EASTERN EUROPE
1999,Slovakia,Saudi Arabia,0.0,0,0,NEAR EAST,EASTERN EUROPE
2000,Slovakia,Saudi Arabia,0.0,0,0,NEAR EAST,EASTERN EUROPE
2001,Slovakia,Saudi Arabia,0.0,0,0,NEAR EAST,EASTERN EUROPE
2002,Slovakia,Saudi Arabia,0.0,0,0,NEAR EAST,EASTERN EUROPE
2003,Slovakia,Saudi Arabia,0.0,0,0,NEAR EAST,EASTERN EUROPE
2004,Slovakia,Saudi Arabia,0.0,0,0,NEAR EAST,EASTERN EUROPE
2005,Slovakia,Saudi Arabia,0.0,0,0,NEAR EAST,EASTERN EUROPE
2006,Slovakia,Saudi Arabia,0.0,0,0,NEAR EAST,EASTERN EUROPE
2007,Slovakia,Saudi Arabia,0.0,0,0,NEAR EAST,EASTERN EUROPE
2008,Slovakia,Saudi Arabia,0.0,0,0,NEAR EAST,EASTERN EUROPE
2009,Slovakia,Saudi Arabia,0.0,0,0,NEAR EAST,EASTERN EUROPE
2010,Slovakia,Saudi Arabia,0.0,0,0,NEAR EAST,EASTERN EUROPE
2011,Slovakia,Saudi Arabia,0.0,0,0,NEAR EAST,EASTERN EUROPE
2012,Slovakia,Saudi Arabia,0.0,0,0,NEAR EAST,EASTERN EUROPE
2013,Slovakia,Saudi Arabia,0.0,0,0,NEAR EAST,EASTERN EUROPE
2014,Slovakia,Saudi Arabia,0.0,0,0,NEAR EAST,EASTERN EUROPE
1993,Slovakia,Kuwait,0.0,0,0,NEAR EAST,EASTERN EUROPE
1994,Slovakia,Kuwait,0.0,0,0,NEAR EAST,EASTERN EUROPE
1995,Slovakia,Kuwait,0.0,0,1,NEAR EAST,EASTERN EUROPE
1996,Slovakia,Kuwait,0.0,0,0,NEAR EAST,EASTERN EUROPE
1997,Slovakia,Kuwait,0.0,0,0,NEAR EAST,EASTERN EUROPE
1998,Slovakia,Kuwait,0.0,0,1,NEAR EAST,EASTERN EUROPE
1999,Slovakia,Kuwait,0.0,0,0,NEAR EAST,EASTERN EUROPE
2000,Slovakia,Kuwait,0.0,1,0,NEAR EAST,EASTERN EUROPE
2001,Slovakia,Kuwait,0.0,0,1,NEAR EAST,EASTERN EUROPE
2002,Slovakia,Kuwait,0.0,0,0,NEAR EAST,EASTERN EUROPE
2003,Slovakia,Kuwait,0.0,0,0,NEAR EAST,EASTERN EUROPE
2004,Slovakia,Kuwait,0.0,0,0,NEAR EAST,EASTERN EUROPE
2005,Slovakia,Kuwait,0.0,0,0,NEAR EAST,EASTERN EUROPE
2006,Slovakia,Kuwait,0.0,0,0,NEAR EAST,EASTERN EUROPE
2007,Slovakia,Kuwait,0.0,0,0,NEAR EAST,EASTERN EUROPE
2008,Slovakia,Kuwait,0.0,0,0,NEAR EAST,EASTERN EUROPE
2009,Slovakia,Kuwait,0.0,0,0,NEAR EAST,EASTERN EUROPE
2010,Slovakia,Kuwait,0.0,0,0,NEAR EAST,EASTERN EUROPE
2011,Slovakia,Kuwait,0.0,1,0,NEAR EAST,EASTERN EUROPE
2012,Slovakia,Kuwait,0.0,0,1,NEAR EAST,EASTERN EUROPE
2013,Slovakia,Kuwait,0.0,1,0,NEAR EAST,EASTERN EUROPE
2014,Slovakia,Kuwait,0.0,0,0,NEAR EAST,EASTERN EUROPE
1993,Slovakia,Qatar,0.0,0,0,NEAR EAST,EASTERN EUROPE
1994,Slovakia,Qatar,0.0,0,0,NEAR EAST,EASTERN EUROPE
1995,Slovakia,Qatar,0.0,0,0,NEAR EAST,EASTERN EUROPE
1996,Slovakia,Qatar,0.0,1,0,NEAR EAST,EASTERN EUROPE
1997,Slovakia,Qatar,0.0,0,0,NEAR EAST,EASTERN EUROPE
1998,Slovakia,Qatar,0.0,0,0,NEAR EAST,EASTERN EUROPE
1999,Slovakia,Qatar,0.0,0,0,NEAR EAST,EASTERN EUROPE
2000,Slovakia,Qatar,0.0,1,0,NEAR EAST,EASTERN EUROPE
2001,Slovakia,Qatar,0.0,0,1,NEAR EAST,EASTERN EUROPE
2002,Slovakia,Qatar,0.0,1,0,NEAR EAST,EASTERN EUROPE
2003,Slovakia,Qatar,0.0,0,0,NEAR EAST,EASTERN EUROPE
2004,Slovakia,Qatar,0.0,0,0,NEAR EAST,EASTERN EUROPE
2005,Slovakia,Qatar,0.0,0,0,NEAR EAST,EASTERN EUROPE
2006,Slovakia,Qatar,0.0,0,0,NEAR EAST,EASTERN EUROPE
2007,Slovakia,Qatar,0.0,0,0,NEAR EAST,EASTERN EUROPE
2008,Slovakia,Qatar,0.0,0,0,NEAR EAST,EASTERN EUROPE
2009,Slovakia,Qatar,0.0,0,0,NEAR EAST,EASTERN EUROPE
2010,Slovakia,Qatar,0.0,0,0,NEAR EAST,EASTERN EUROPE
2011,Slovakia,Qatar,0.0,0,1,NEAR EAST,EASTERN EUROPE
2012,Slovakia,Qatar,0.0,1,0,NEAR EAST,EASTERN EUROPE
2013,Slovakia,Qatar,0.0,0,1,NEAR EAST,EASTERN EUROPE
2014,Slovakia,Qatar,0.0,0,0,NEAR EAST,EASTERN EUROPE
1993,Slovakia,United Arab Emirates,0.0,0,0,NEAR EAST,EASTERN EUROPE
1994,Slovakia,United Arab Emirates,0.0,0,0,NEAR EAST,EASTERN EUROPE
1995,Slovakia,United Arab Emirates,0.0,0,0,NEAR EAST,EASTERN EUROPE
1996,Slovakia,United Arab Emirates,0.0,0,0,NEAR EAST,EASTERN EUROPE
1997,Slovakia,United Arab Emirates,0.0,0,0,NEAR EAST,EASTERN EUROPE
1998,Slovakia,United Arab Emirates,0.0,0,0,NEAR EAST,EASTERN EUROPE
1999,Slovakia,United Arab Emirates,0.0,0,0,NEAR EAST,EASTERN EUROPE
2000,Slovakia,United Arab Emirates,0.0,0,0,NEAR EAST,EASTERN EUROPE
2001,Slovakia,United Arab Emirates,0.0,0,0,NEAR EAST,EASTERN EUROPE
2002,Slovakia,United Arab Emirates,0.0,0,0,NEAR EAST,EASTERN EUROPE
2003,Slovakia,United Arab Emirates,0.0,0,0,NEAR EAST,EASTERN EUROPE
2004,Slovakia,United Arab Emirates,0.0,0,0,NEAR EAST,EASTERN EUROPE
2005,Slovakia,United Arab Emirates,0.0,0,0,NEAR EAST,EASTERN EUROPE
2006,Slovakia,United Arab Emirates,0.0,0,0,NEAR EAST,EASTERN EUROPE
2007,Slovakia,United Arab Emirates,0.0,0,0,NEAR EAST,EASTERN EUROPE
2008,Slovakia,United Arab Emirates,0.0,0,0,NEAR EAST,EASTERN EUROPE
2009,Slovakia,United Arab Emirates,0.0,0,0,NEAR EAST,EASTERN EUROPE
2010,Slovakia,United Arab Emirates,0.0,0,0,NEAR EAST,EASTERN EUROPE
2011,Slovakia,United Arab Emirates,0.0,0,0,NEAR EAST,EASTERN EUROPE
2012,Slovakia,United Arab Emirates,0.0,0,0,NEAR EAST,EASTERN EUROPE
2013,Slovakia,United Arab Emirates,0.0,0,0,NEAR EAST,EASTERN EUROPE
2014,Slovakia,United Arab Emirates,0.0,0,0,NEAR EAST,EASTERN EUROPE
1993,Slovakia,Oman,0.0,0,0,NEAR EAST,EASTERN EUROPE
1994,Slovakia,Oman,0.0,0,1,NEAR EAST,EASTERN EUROPE
1995,Slovakia,Oman,0.0,1,0,NEAR EAST,EASTERN EUROPE
1996,Slovakia,Oman,0.0,0,0,NEAR EAST,EASTERN EUROPE
1997,Slovakia,Oman,0.0,0,0,NEAR EAST,EASTERN EUROPE
1998,Slovakia,Oman,0.0,0,0,NEAR EAST,EASTERN EUROPE
1999,Slovakia,Oman,0.0,0,1,NEAR EAST,EASTERN EUROPE
2000,Slovakia,Oman,0.0,0,0,NEAR EAST,EASTERN EUROPE
2001,Slovakia,Oman,0.0,0,0,NEAR EAST,EASTERN EUROPE
2002,Slovakia,Oman,0.0,0,0,NEAR EAST,EASTERN EUROPE
2003,Slovakia,Oman,0.0,0,0,NEAR EAST,EASTERN EUROPE
2004,Slovakia,Oman,0.0,0,0,NEAR EAST,EASTERN EUROPE
2005,Slovakia,Oman,0.0,1,0,NEAR EAST,EASTERN EUROPE
2006,Slovakia,Oman,0.0,0,1,NEAR EAST,EASTERN EUROPE
2007,Slovakia,Oman,0.0,1,0,NEAR EAST,EASTERN EUROPE
2008,Slovakia,Oman,0.0,0,1,NEAR EAST,EASTERN EUROPE
2009,Slovakia,Oman,0.0,0,0,NEAR EAST,EASTERN EUROPE
2010,Slovakia,Oman,0.0,0,0,NEAR EAST,EASTERN EUROPE
2011,Slovakia,Oman,0.0,1,0,NEAR EAST,EASTERN EUROPE
2012,Slovakia,Oman,0.0,0,1,NEAR EAST,EASTERN EUROPE
2013,Slovakia,Oman,0.0,1,0,NEAR EAST,EASTERN EUROPE
2014,Slovakia,Oman,0.0,0,0,NEAR EAST,EASTERN EUROPE
1993,Slovakia,China,0.03,0,0,ASIA (EX. NEAR EAST),EASTERN EUROPE
1994,Slovakia,China,0.04,0,0,ASIA (EX. NEAR EAST),EASTERN EUROPE
1995,Slovakia,China,0.06,0,0,ASIA (EX. NEAR EAST),EASTERN EUROPE
1996,Slovakia,China,0.09,0,0,ASIA (EX. NEAR EAST),EASTERN EUROPE
1997,Slovakia,China,0.13,0,0,ASIA (EX. NEAR EAST),EASTERN EUROPE
1998,Slovakia,China,0.17,0,0,ASIA (EX. NEAR EAST),EASTERN EUROPE
1999,Slovakia,China,0.17,0,0,ASIA (EX. NEAR EAST),EASTERN EUROPE
2000,Slovakia,China,0.21,0,0,ASIA (EX. NEAR EAST),EASTERN EUROPE
2001,Slovakia,China,0.27,0,0,ASIA (EX. NEAR EAST),EASTERN EUROPE
2002,Slovakia,China,0.4,0,0,ASIA (EX. NEAR EAST),EASTERN EUROPE
2003,Slovakia,China,0.18,0,0,ASIA (EX. NEAR EAST),EASTERN EUROPE
2004,Slovakia,China,0.23,0,0,ASIA (EX. NEAR EAST),EASTERN EUROPE
2005,Slovakia,China,0.53,0,0,ASIA (EX. NEAR EAST),EASTERN EUROPE
2006,Slovakia,China,0.97,0,0,ASIA (EX. NEAR EAST),EASTERN EUROPE
2007,Slovakia,China,2.23,0,0,ASIA (EX. NEAR EAST),EASTERN EUROPE
2008,Slovakia,China,3.08,0,0,ASIA (EX. NEAR EAST),EASTERN EUROPE
2009,Slovakia,China,2.0,0,0,ASIA (EX. NEAR EAST),EASTERN EUROPE
2010,Slovakia,China,2.61,0,0,ASIA (EX. NEAR EAST),EASTERN EUROPE
2011,Slovakia,China,3.08,0,0,ASIA (EX. NEAR EAST),EASTERN EUROPE
2012,Slovakia,China,3.1,0,0,ASIA (EX. NEAR EAST),EASTERN EUROPE
2013,Slovakia,China,3.28,0,0,ASIA (EX. NEAR EAST),EASTERN EUROPE
2014,Slovakia,China,3.31,0,0,ASIA (EX. NEAR EAST),EASTERN EUROPE
1993,Slovakia,Taiwan,0.03,0,0,ASIA (EX. NEAR EAST),EASTERN EUROPE
1994,Slovakia,Taiwan,0.04,0,0,ASIA (EX. NEAR EAST),EASTERN EUROPE
1995,Slovakia,Taiwan,0.06,0,0,ASIA (EX. NEAR EAST),EASTERN EUROPE
1996,Slovakia,Taiwan,0.08,0,0,ASIA (EX. NEAR EAST),EASTERN EUROPE
1997,Slovakia,Taiwan,0.09,0,0,ASIA (EX. NEAR EAST),EASTERN EUROPE
1998,Slovakia,Taiwan,0.1,0,0,ASIA (EX. NEAR EAST),EASTERN EUROPE
1999,Slovakia,Taiwan,0.09,0,0,ASIA (EX. NEAR EAST),EASTERN EUROPE
2000,Slovakia,Taiwan,0.09,0,0,ASIA (EX. NEAR EAST),EASTERN EUROPE
2001,Slovakia,Taiwan,0.13,0,0,ASIA (EX. NEAR EAST),EASTERN EUROPE
2002,Slovakia,Taiwan,0.14,0,0,ASIA (EX. NEAR EAST),EASTERN EUROPE
2003,Slovakia,Taiwan,0.03,0,1,ASIA (EX. NEAR EAST),EASTERN EUROPE
2004,Slovakia,Taiwan,0.09,0,0,ASIA (EX. NEAR EAST),EASTERN EUROPE
2005,Slovakia,Taiwan,0.32,0,0,ASIA (EX. NEAR EAST),EASTERN EUROPE
2006,Slovakia,Taiwan,0.74,0,0,ASIA (EX. NEAR EAST),EASTERN EUROPE
2007,Slovakia,Taiwan,1.15,0,0,ASIA (EX. NEAR EAST),EASTERN EUROPE
2008,Slovakia,Taiwan,0.8,0,0,ASIA (EX. NEAR EAST),EASTERN EUROPE
2009,Slovakia,Taiwan,0.7,0,0,ASIA (EX. NEAR EAST),EASTERN EUROPE
2010,Slovakia,Taiwan,0.74,0,0,ASIA (EX. NEAR EAST),EASTERN EUROPE
2011,Slovakia,Taiwan,0.87,0,0,ASIA (EX. NEAR EAST),EASTERN EUROPE
2012,Slovakia,Taiwan,0.41,0,0,ASIA (EX. NEAR EAST),EASTERN EUROPE
2013,Slovakia,Taiwan,0.38,0,0,ASIA (EX. NEAR EAST),EASTERN EUROPE
2014,Slovakia,Taiwan,0.43,0,0,ASIA (EX. NEAR EAST),EASTERN EUROPE
1993,Slovakia,South Korea,0.04,0,0,ASIA (EX. NEAR EAST),EASTERN EUROPE
1994,Slovakia,South Korea,0.02,0,1,ASIA (EX. NEAR EAST),EASTERN EUROPE
1995,Slovakia,South Korea,0.04,0,0,ASIA (EX. NEAR EAST),EASTERN EUROPE
1996,Slovakia,South Korea,0.21,1,0,ASIA (EX. NEAR EAST),EASTERN EUROPE
1997,Slovakia,South Korea,0.04,0,1,ASIA (EX. NEAR EAST),EASTERN EUROPE
1998,Slovakia,South Korea,0.07,0,0,ASIA (EX. NEAR EAST),EASTERN EUROPE
1999,Slovakia,South Korea,0.04,0,0,ASIA (EX. NEAR EAST),EASTERN EUROPE
2000,Slovakia,South Korea,0.04,0,0,ASIA (EX. NEAR EAST),EASTERN EUROPE
2001,Slovakia,South Korea,0.04,0,0,ASIA (EX. NEAR EAST),EASTERN EUROPE
2002,Slovakia,South Korea,0.06,0,0,ASIA (EX. NEAR EAST),EASTERN EUROPE
2003,Slovakia,South Korea,0.12,0,0,ASIA (EX. NEAR EAST),EASTERN EUROPE
2004,Slovakia,South Korea,0.39,0,0,ASIA (EX. NEAR EAST),EASTERN EUROPE
2005,Slovakia,South Korea,0.77,0,0,ASIA (EX. NEAR EAST),EASTERN EUROPE
2006,Slovakia,South Korea,1.56,0,0,ASIA (EX. NEAR EAST),EASTERN EUROPE
2007,Slovakia,South Korea,2.87,0,0,ASIA (EX. NEAR EAST),EASTERN EUROPE
2008,Slovakia,South Korea,3.79,0,0,ASIA (EX. NEAR EAST),EASTERN EUROPE
2009,Slovakia,South Korea,3.3,0,0,ASIA (EX. NEAR EAST),EASTERN EUROPE
2010,Slovakia,South Korea,3.28,0,0,ASIA (EX. NEAR EAST),EASTERN EUROPE
2011,Slovakia,South Korea,2.56,0,0,ASIA (EX. NEAR EAST),EASTERN EUROPE
2012,Slovakia,South Korea,3.15,0,0,ASIA (EX. NEAR EAST),EASTERN EUROPE
2013,Slovakia,South Korea,3.58,0,0,ASIA (EX. NEAR EAST),EASTERN EUROPE
2014,Slovakia,South Korea,3.36,0,0,ASIA (EX. NEAR EAST),EASTERN EUROPE
1993,Slovakia,Japan,0.08,0,0,ASIA (EX. NEAR EAST),EASTERN EUROPE
1994,Slovakia,Japan,0.09,0,0,ASIA (EX. NEAR EAST),EASTERN EUROPE
1995,Slovakia,Japan,0.14,0,0,ASIA (EX. NEAR EAST),EASTERN EUROPE
1996,Slovakia,Japan,0.21,0,0,ASIA (EX. NEAR EAST),EASTERN EUROPE
1997,Slovakia,Japan,0.21,0,0,ASIA (EX. NEAR EAST),EASTERN EUROPE
1998,Slovakia,Japan,0.24,0,0,ASIA (EX. NEAR EAST),EASTERN EUROPE
1999,Slovakia,Japan,0.2,0,0,ASIA (EX. NEAR EAST),EASTERN EUROPE
2000,Slovakia,Japan,0.24,0,0,ASIA (EX. NEAR EAST),EASTERN EUROPE
2001,Slovakia,Japan,0.26,0,0,ASIA (EX. NEAR EAST),EASTERN EUROPE
2002,Slovakia,Japan,0.34,0,0,ASIA (EX. NEAR EAST),EASTERN EUROPE
2003,Slovakia,Japan,0.07,0,1,ASIA (EX. NEAR EAST),EASTERN EUROPE
2004,Slovakia,Japan,0.12,0,0,ASIA (EX. NEAR EAST),EASTERN EUROPE
2005,Slovakia,Japan,0.36,0,0,ASIA (EX. NEAR EAST),EASTERN EUROPE
2006,Slovakia,Japan,0.57,0,0,ASIA (EX. NEAR EAST),EASTERN EUROPE
2007,Slovakia,Japan,0.66,0,0,ASIA (EX. NEAR EAST),EASTERN EUROPE
2008,Slovakia,Japan,0.69,0,0,ASIA (EX. NEAR EAST),EASTERN EUROPE
2009,Slovakia,Japan,0.49,0,0,ASIA (EX. NEAR EAST),EASTERN EUROPE
2010,Slovakia,Japan,0.66,0,0,ASIA (EX. NEAR EAST),EASTERN EUROPE
2011,Slovakia,Japan,0.59,0,0,ASIA (EX. NEAR EAST),EASTERN EUROPE
2012,Slovakia,Japan,0.6,0,0,ASIA (EX. NEAR EAST),EASTERN EUROPE
2013,Slovakia,Japan,0.4,0,0,ASIA (EX. NEAR EAST),EASTERN EUROPE
2014,Slovakia,Japan,0.39,0,0,ASIA (EX. NEAR EAST),EASTERN EUROPE
1993,Slovakia,India,0.01,0,0,ASIA (EX. NEAR EAST),EASTERN EUROPE
1994,Slovakia,India,0.02,0,0,ASIA (EX. NEAR EAST),EASTERN EUROPE
1995,Slovakia,India,0.03,0,0,ASIA (EX. NEAR EAST),EASTERN EUROPE
1996,Slovakia,India,0.03,0,0,ASIA (EX. NEAR EAST),EASTERN EUROPE
1997,Slovakia,India,0.02,0,0,ASIA (EX. NEAR EAST),EASTERN EUROPE
1998,Slovakia,India,0.02,0,0,ASIA (EX. NEAR EAST),EASTERN EUROPE
1999,Slovakia,India,0.02,0,0,ASIA (EX. NEAR EAST),EASTERN EUROPE
2000,Slovakia,India,0.03,0,0,ASIA (EX. NEAR EAST),EASTERN EUROPE
2001,Slovakia,India,0.03,0,0,ASIA (EX. NEAR EAST),EASTERN EUROPE
2002,Slovakia,India,0.04,0,0,ASIA (EX. NEAR EAST),EASTERN EUROPE
2003,Slovakia,India,0.02,0,0,ASIA (EX. NEAR EAST),EASTERN EUROPE
2004,Slovakia,India,0.02,0,0,ASIA (EX. NEAR EAST),EASTERN EUROPE
2005,Slovakia,India,0.04,0,0,ASIA (EX. NEAR EAST),EASTERN EUROPE
2006,Slovakia,India,0.05,0,0,ASIA (EX. NEAR EAST),EASTERN EUROPE
2007,Slovakia,India,0.09,0,0,ASIA (EX. NEAR EAST),EASTERN EUROPE
2008,Slovakia,India,0.08,0,0,ASIA (EX. NEAR EAST),EASTERN EUROPE
2009,Slovakia,India,0.07,0,0,ASIA (EX. NEAR EAST),EASTERN EUROPE
2010,Slovakia,India,0.09,0,0,ASIA (EX. NEAR EAST),EASTERN EUROPE
2011,Slovakia,India,0.14,0,0,ASIA (EX. NEAR EAST),EASTERN EUROPE
2012,Slovakia,India,0.12,0,0,ASIA (EX. NEAR EAST),EASTERN EUROPE
2013,Slovakia,India,0.14,0,0,ASIA (EX. NEAR EAST),EASTERN EUROPE
2014,Slovakia,India,0.17,0,0,ASIA (EX. NEAR EAST),EASTERN EUROPE
1993,Slovakia,Thailand,0.01,0,0,ASIA (EX. NEAR EAST),EASTERN EUROPE
1994,Slovakia,Thailand,0.01,0,0,ASIA (EX. NEAR EAST),EASTERN EUROPE
1995,Slovakia,Thailand,0.01,0,0,ASIA (EX. NEAR EAST),EASTERN EUROPE
1996,Slovakia,Thailand,0.02,0,0,ASIA (EX. NEAR EAST),EASTERN EUROPE
1997,Slovakia,Thailand,0.02,0,0,ASIA (EX. NEAR EAST),EASTERN EUROPE
1998,Slovakia,Thailand,0.02,0,0,ASIA (EX. NEAR EAST),EASTERN EUROPE
1999,Slovakia,Thailand,0.02,0,0,ASIA (EX. NEAR EAST),EASTERN EUROPE
2000,Slovakia,Thailand,0.02,0,0,ASIA (EX. NEAR EAST),EASTERN EUROPE
2001,Slovakia,Thailand,0.03,0,0,ASIA (EX. NEAR EAST),EASTERN EUROPE
2002,Slovakia,Thailand,0.04,0,0,ASIA (EX. NEAR EAST),EASTERN EUROPE
2003,Slovakia,Thailand,0.05,0,0,ASIA (EX. NEAR EAST),EASTERN EUROPE
2004,Slovakia,Thailand,0.06,0,0,ASIA (EX. NEAR EAST),EASTERN EUROPE
2005,Slovakia,Thailand,0.04,0,0,ASIA (EX. NEAR EAST),EASTERN EUROPE
2006,Slovakia,Thailand,0.06,0,0,ASIA (EX. NEAR EAST),EASTERN EUROPE
2007,Slovakia,Thailand,0.14,0,0,ASIA (EX. NEAR EAST),EASTERN EUROPE
2008,Slovakia,Thailand,0.2,0,0,ASIA (EX. NEAR EAST),EASTERN EUROPE
2009,Slovakia,Thailand,0.17,0,0,ASIA (EX. NEAR EAST),EASTERN EUROPE
2010,Slovakia,Thailand,0.17,0,0,ASIA (EX. NEAR EAST),EASTERN EUROPE
2011,Slovakia,Thailand,0.16,0,0,ASIA (EX. NEAR EAST),EASTERN EUROPE
